,kickoff_time,kickoff_time_formatted,name,opponent_name,team_name,opponent_nextweek,predicted,actual
13425,2016-08-20T14:00:00Z,20 Aug 15:00,José_Holebas,Chelsea,Watford,Arsenal,0.17351556,0.0
16535,2017-04-15T14:00:00Z,15 Apr 15:00,Álvaro_Arbeloa,Sunderland,West Ham,Everton,1.9594785,0.0
40379,2017-11-04T15:00:00Z,04 Nov 15:00,Henri_Saivet,Bournemouth,Newcastle,Man United,2.2554054,0.0
2344,2016-12-14T19:45:00Z,14 Dec 19:45,Josh_Cullen,Burnley,West Ham,Hull,0.18685174,0.0
4942,2016-08-14T12:30:00Z,14 Aug 13:30,Max_Gradel,Man United,Bournemouth,West Ham,0.09658858,0.0
37089,2017-10-28T14:00:00Z,28 Oct 15:00,Etienne_Capoue,Stoke,Watford,Everton,3.6809745,0.0
8403,2017-04-08T11:30:00Z,08 Apr 12:30,Ikechi_Anya,Tottenham,Watford,Swansea,4.353098,0.0
13961,2016-09-24T14:00:00Z,24 Sep 15:00,Christian_Benteke,Sunderland,Crystal Palace,Everton,6.2060905,5.0
20918,2017-02-04T12:30:00Z,04 Feb 12:30,Ola_Aina,Arsenal,Chelsea,Burnley,1.4779651,0.0
19182,2016-12-26T15:00:00Z,26 Dec 15:00,Aaron_Cresswell,Swansea,West Ham,Leicester,0.45622614,2.0
13766,2016-08-13T14:00:00Z,13 Aug 15:00,Craig_Cathcart,Southampton,Watford,Chelsea,3.6964815,1.0
30325,2018-01-31T19:45:00Z,31 Jan 19:45,Gaëtan_Bong,Southampton,Brighton,West Ham,0.9345975,2.0
17104,2017-04-10T19:00:00Z,10 Apr 20:00,Rob_Holding,Crystal Palace,Arsenal,Middlesbrough,0.9320157,2.0
38741,2017-11-29T19:45:00Z,29 Nov 19:45,Sam_Vokes,Bournemouth,Burnley,Leicester,1.468818,1.0
3657,2017-01-21T17:30:00Z,21 Jan 17:30,Fernando_Luiz Rosa,Tottenham,Man City,West Ham,0.024020344,1.0
16293,2017-04-05T18:45:00Z,05 Apr 19:45,Damien_Delaney,Southampton,Crystal Palace,Arsenal,1.8507208,1.0
29601,2017-12-30T15:00:00Z,30 Dec 15:00,Grant_Hanley,Brighton,Newcastle,Stoke,0.0045591295,0.0
32622,2017-09-17T12:30:00Z,17 Sep 13:30,Fikayo_Tomori,Arsenal,Chelsea,Stoke,0.0674136,0.0
9608,2017-03-11T15:00:00Z,11 Mar 15:00,Josh_Clackstone,Swansea,Hull,Everton,3.0602207,0.0
20583,2017-02-04T12:30:00Z,04 Feb 12:30,Jeff_Reine-Adelaide,Chelsea,Arsenal,Hull,1.831617,0.0
34930,2017-12-23T15:00:00Z,23 Dec 15:00,Ryan_Fraser,Man City,Bournemouth,West Ham,-0.0009710789,2.0
21043,2017-04-29T14:00:00Z,29 Apr 15:00,Winston_Reid,Stoke,West Ham,Tottenham,0.06855598,5.0
26445,2017-11-24T20:00:00Z,24 Nov 20:00,Adrián_San Miguel del Castillo,Leicester,West Ham,Everton,1.3511341,0.0
3739,2017-04-26T19:00:00Z,26 Apr 20:00,Noor_Husin,Tottenham,Crystal Palace,Watford,0.024067909,0.0
11948,2017-01-02T15:00:00Z,02 Jan 15:00,Joel_Asoro,Liverpool,Sunderland,Stoke,0.12560001,0.0
41973,2017-12-18T20:00:00Z,18 Dec 20:00,Nathan_Dyer,Everton,Swansea,Crystal Palace,2.381901,2.0
28633,2017-11-25T15:00:00Z,25 Nov 15:00,Mousa_Dembélé,West Brom,Tottenham,Leicester,0.239894,2.0
22782,2016-12-03T17:30:00Z,03 Dec 17:30,Angelo_Ogbonna,Arsenal,West Ham,Liverpool,2.2791028,1.0
12510,2017-01-14T17:30:00Z,14 Jan 17:30,Eden_Hazard,Leicester,Chelsea,Hull,0.4023055,3.0
12957,2016-12-17T15:00:00Z,17 Dec 15:00,Marko_Arnautovic,Leicester,Stoke,Liverpool,1.4945748,0.0
37766,2017-09-16T14:00:00Z,16 Sep 15:00,Sebastian_Prödl,Man City,Watford,Swansea,0.17771146,0.0
12397,2017-01-01T13:30:00Z,01 Jan 13:30,Adlène_Guédioura,Tottenham,Watford,Stoke,2.4503448,2.0
42088,2017-12-23T19:45:00Z,23 Dec 19:45,Riyad_Mahrez,Man United,Leicester,Watford,0.1097337,8.0
38398,2017-10-14T14:00:00Z,14 Oct 15:00,Andros_Townsend,Chelsea,Crystal Palace,Newcastle,0.067644954,2.0
16407,2017-04-05T18:45:00Z,05 Apr 19:45,Andros_Townsend,Southampton,Crystal Palace,Arsenal,0.10939407,14.0
42762,2018-03-31T14:00:00Z,31 Mar 15:00,Harry_Arter,Watford,Bournemouth,Crystal Palace,1.8761379,0.0
12504,2016-12-11T12:00:00Z,11 Dec 12:00,Eden_Hazard,West Brom,Chelsea,Sunderland,2.5944893,0.0
15877,2017-05-14T13:15:00Z,14 May 14:15,Ben_Woodburn,West Ham,Liverpool,Middlesbrough,0.074187756,0.0
37468,2017-10-14T14:00:00Z,14 Oct 15:00,Marcos_Alonso,Crystal Palace,Chelsea,Watford,1.9263198,1.0
3795,2017-04-01T14:00:00Z,01 Apr 15:00,M'Baye_Niang,Sunderland,Bournemouth,West Brom,0.18318284,11.0
32955,2018-04-14T14:00:00Z,14 Apr 15:00,Ashley_Williams,Swansea,Everton,Newcastle,3.4441242,0.0
2840,2016-10-16T15:00:00Z,16 Oct 16:00,Sofiane_Boufal,Burnley,Southampton,Man City,0.124078214,1.0
33329,2017-11-28T20:00:00Z,28 Nov 20:00,Luke_Shaw,Watford,Man United,Arsenal,0.054256856,0.0
17998,2017-01-14T17:30:00Z,14 Jan 17:30,Branislav_Ivanovic,Leicester,Chelsea,Hull,0.038102478,0.0
41555,2017-11-29T20:00:00Z,29 Nov 20:00,Manolo_Gabbiadini,Man City,Southampton,Bournemouth,1.7747315,1.0
27683,2018-02-11T12:00:00Z,11 Feb 12:00,Benik_Afobe,Huddersfield,Bournemouth,Newcastle,2.1084213,0.0
932,2017-01-21T15:00:00Z,21 Jan 15:00,Jonathan_Benteke,Everton,Crystal Palace,Bournemouth,2.6718032,0.0
26578,2018-03-31T14:00:00Z,31 Mar 15:00,Modou_Barrow,Man United,Swansea,West Brom,0.2702945,0.0
35353,2017-11-05T16:30:00Z,05 Nov 16:30,Andre_Gray,Everton,Watford,West Ham,2.0917141,5.0
42027,2018-04-15T15:00:00Z,15 Apr 16:00,Juan_Mata,West Brom,Man United,Bournemouth,1.6221242,0.0
23061,2017-11-25T15:00:00Z,25 Nov 15:00,Liam_Rosenior,Man United,Brighton,Crystal Palace,0.8873434,0.0
14005,2016-11-19T15:00:00Z,19 Nov 15:00,Ahmed_Elmohamady,Sunderland,Hull,West Brom,0.3333996,2.0
8944,2017-02-11T15:00:00Z,11 Feb 15:00,Enner_Valencia,Middlesbrough,Everton,Sunderland,0.13375324,1.0
39325,2017-09-16T14:00:00Z,16 Sep 15:00,Isaac_Success,Man City,Watford,Swansea,0.08085576,0.0
4116,2016-10-15T11:30:00Z,15 Oct 12:30,Willian_Borges Da Silva,Leicester,Chelsea,Man United,0.106802106,1.0
43898,2017-12-26T15:00:00Z,26 Dec 15:00,Jon Gorenc_Stankovic,Stoke,Huddersfield,Burnley,0.09880662,0.0
15468,2017-04-23T15:30:00Z,23 Apr 16:30,Sullay_Kaikai,Liverpool,Crystal Palace,Burnley,1.2463694,0.0
24279,2017-11-25T15:00:00Z,25 Nov 15:00,Jefferson_Montero,Bournemouth,Swansea,Chelsea,0.0441297,0.0
33756,2017-10-21T14:00:00Z,21 Oct 15:00,Ashley_Westwood,Man City,Burnley,Newcastle,1.3697927,1.0
11686,2016-12-18T16:00:00Z,18 Dec 16:00,Ben_Mee,Tottenham,Burnley,Middlesbrough,0.45346427,6.0
25124,2018-04-01T15:00:00Z,01 Apr 16:00,Trevoh_Chalobah,Tottenham,Arsenal,West Ham,4.284788,0.0
20290,2017-04-15T11:30:00Z,15 Apr 12:30,Jack_Wilshere,Tottenham,Bournemouth,Middlesbrough,1.6716483,0.0
36160,2017-11-05T14:15:00Z,05 Nov 14:15,Reiss_Nelson,Man City,Arsenal,Tottenham,3.0684023,0.0
21898,2016-08-20T14:00:00Z,20 Aug 15:00,Allan-Roméo_Nyom,Chelsea,West Brom,Arsenal,0.0045340955,0.0
42190,2018-01-02T19:45:00Z,02 Jan 19:45,Erwin_Mulder,Tottenham,Swansea,Newcastle,1.6715801,0.0
41603,2018-01-20T17:30:00Z,20 Jan 17:30,Dwight_Gayle,Man City,Newcastle,Burnley,0.10603097,1.0
25602,2017-12-09T15:00:00Z,09 Dec 15:00,Victor_Wanyama,Stoke,Tottenham,Brighton,0.7793586,0.0
35352,2017-10-28T14:00:00Z,28 Oct 15:00,Andre_Gray,Stoke,Watford,Everton,3.6602511,5.0
30644,2018-05-13T14:00:00Z,13 May 15:00,Leighton_Baines,West Ham,Everton,0,0.055187285,0.0
557,2016-09-10T14:00:00Z,10 Sep 15:00,Theo_Walcott,Southampton,Arsenal,Hull,2.7504072,13.0
6619,2016-12-31T15:00:00Z,31 Dec 15:00,Bafétimbi_Gomis,Bournemouth,Swansea,Crystal Palace,-0.0015797615,0.0
13106,2016-10-15T14:00:00Z,15 Oct 15:00,Donald_Love,Stoke,Sunderland,West Ham,0.25745702,0.0
20170,2017-03-05T13:30:00Z,05 Mar 13:30,Alex_Pritchard,Everton,Tottenham,Crystal Palace,0.09685701,0.0
11813,2017-04-01T14:00:00Z,01 Apr 15:00,Jonathan_Leko,Man United,West Brom,Watford,0.07313177,0.0
34399,2017-11-18T15:00:00Z,18 Nov 15:00,Grzegorz_Krychowiak,Chelsea,West Brom,Tottenham,0.42686203,0.0
5446,2017-04-01T14:00:00Z,01 Apr 15:00,Maksymilian_Stryjek,Watford,Sunderland,Leicester,0.32273185,0.0
42431,2017-09-30T14:00:00Z,30 Sep 15:00,Paul_Pogba,Crystal Palace,Man United,Liverpool,0.8163842,0.0
33783,2018-04-28T14:00:00Z,28 Apr 15:00,Ashley_Westwood,Brighton,Burnley,Arsenal,1.7824657,2.0
26964,2017-12-02T17:30:00Z,02 Dec 17:30,Mesut_Özil,Man United,Arsenal,Southampton,0.07259691,2.0
19459,2016-10-15T14:00:00Z,15 Oct 15:00,Eric_Dier,West Brom,Tottenham,Bournemouth,2.1056144,3.0
5543,2017-04-26T19:00:00Z,26 Apr 20:00,Mousa_Dembélé,Crystal Palace,Tottenham,Southampton,4.995994,6.0
36758,2017-12-30T15:00:00Z,30 Dec 15:00,Scott_Malone,Burnley,Huddersfield,Leicester,0.08230752,0.0
42010,2017-12-13T20:00:00Z,13 Dec 20:00,Juan_Mata,Bournemouth,Man United,West Brom,2.5810244,6.0
3555,2017-05-16T18:45:00Z,16 May 19:45,Mesut_Özil,Sunderland,Arsenal,Tottenham,1.0207174,2.0
31836,2017-11-25T15:00:00Z,25 Nov 15:00,Abdoulaye_Doucouré,Newcastle,Watford,Man United,0.08599672,7.0
6321,2016-09-17T14:00:00Z,17 Sep 15:00,Andrew_Surman,Man City,Bournemouth,Everton,0.8607539,2.0
38814,2018-03-05T20:00:00Z,05 Mar 20:00,Wilfried_Zaha,Man United,Crystal Palace,Chelsea,1.8175551,4.0
15252,2016-10-15T11:30:00Z,15 Oct 12:30,Marcos_Alonso,Leicester,Chelsea,Man United,0.596797,8.0
8110,2016-08-15T19:00:00Z,15 Aug 20:00,César_Azpilicueta,West Ham,Chelsea,Watford,2.3797379,2.0
30817,2017-12-30T15:00:00Z,30 Dec 15:00,Callum_Wilson,Everton,Bournemouth,Brighton,0.03219661,6.0
41240,2017-11-05T12:00:00Z,05 Nov 12:00,Eric_Dier,Crystal Palace,Tottenham,Arsenal,1.6127461,2.0
20985,2016-12-11T14:15:00Z,11 Dec 14:15,Bamidele_Alli,Man United,Tottenham,Hull,0.04475245,3.0
12692,2017-04-17T19:00:00Z,17 Apr 20:00,Albert_Adomah,Arsenal,Middlesbrough,Bournemouth,1.9037702,0.0
21369,2016-08-27T14:00:00Z,27 Aug 15:00,Ryan_Bertrand,Sunderland,Southampton,Arsenal,2.8360257,0.0
31543,2017-09-30T14:00:00Z,30 Sep 15:00,Wayne_Routledge,West Ham,Swansea,Huddersfield,0.25350088,0.0
26446,2017-11-29T20:00:00Z,29 Nov 20:00,Adrián_San Miguel del Castillo,Everton,West Ham,Man City,0.100335956,2.0
20596,2017-05-13T16:30:00Z,13 May 17:30,Jeff_Reine-Adelaide,Stoke,Arsenal,Everton,2.1816435,0.0
24470,2017-11-29T20:00:00Z,29 Nov 20:00,Nicolás_Otamendi,Southampton,Man City,West Ham,2.5800667,11.0
34898,2018-01-31T19:45:00Z,31 Jan 19:45,Tiemoué_Bakayoko,Bournemouth,Chelsea,Watford,0.11594027,-2.0
43873,2018-04-08T15:30:00Z,08 Apr 16:30,Álvaro_Morata,West Ham,Chelsea,Southampton,0.15684426,2.0
41485,2017-12-26T15:00:00Z,26 Dec 15:00,Sam_Baldock,Chelsea,Brighton,Newcastle,0.09854323,0.0
16900,2016-12-26T15:00:00Z,26 Dec 15:00,Sébastien_Pocognoli,Arsenal,West Brom,Southampton,2.383746,0.0
6819,2017-04-05T19:00:00Z,05 Apr 20:00,Cameron_Brannagan,Bournemouth,Liverpool,Stoke,1.8580433,0.0
29303,2017-11-25T15:00:00Z,25 Nov 15:00,Jack_Simpson,Swansea,Bournemouth,Burnley,1.1250261,0.0
3847,2016-09-18T15:30:00Z,18 Sep 16:30,Adam_Matthews,Tottenham,Sunderland,Crystal Palace,0.30990928,0.0
22921,2016-08-13T16:30:00Z,13 Aug 17:30,Jermain_Defoe,Man City,Sunderland,Middlesbrough,0.06824243,2.0
41864,2017-10-14T16:30:00Z,14 Oct 17:30,Jack_Wilshere,Watford,Arsenal,Everton,3.6168547,4.0
28196,2017-12-03T13:30:00Z,03 Dec 13:30,Max_Gradel,Southampton,Bournemouth,Crystal Palace,0.056548208,0.0
24057,2017-11-24T20:00:00Z,24 Nov 20:00,Danny_Simpson,West Ham,Leicester,Tottenham,0.032890946,2.0
33044,2017-12-03T16:00:00Z,03 Dec 16:00,Oleksandr_Zinchenko,West Ham,Man City,Man United,0.2553922,0.0
31556,2017-12-26T17:30:00Z,26 Dec 17:30,Wayne_Routledge,Liverpool,Swansea,Watford,0.049533308,0.0
44249,2017-10-28T14:00:00Z,28 Oct 15:00,John_Stones,West Brom,Man City,Arsenal,0.34012628,2.0
27307,2017-12-23T15:00:00Z,23 Dec 15:00,Salomón_Rondón,Stoke,West Brom,Everton,0.20708436,1.0
40899,2018-02-24T17:30:00Z,24 Feb 17:30,Mason_Holgate,Watford,Everton,Burnley,2.0311246,0.0
7008,2017-04-15T14:00:00Z,15 Apr 15:00,Cheikhou_Kouyaté,Sunderland,West Ham,Everton,-0.007652104,3.0
29725,2018-04-15T15:00:00Z,15 Apr 16:00,Hal_Robson-Kanu,Man United,West Brom,Liverpool,3.7151601,1.0
10748,2016-10-22T14:00:00Z,22 Oct 15:00,Jan_Kirchhoff,West Ham,Sunderland,Arsenal,0.11590025,0.0
17596,2016-10-15T16:30:00Z,15 Oct 17:30,Mark_Noble,Crystal Palace,West Ham,Sunderland,0.97239935,3.0
23890,2018-04-14T16:30:00Z,14 Apr 17:30,Roberto_Firmino,Bournemouth,Liverpool,West Brom,3.7163308,1.0
16652,2017-05-06T14:00:00Z,06 May 15:00,Lukas_Jutkiewicz,West Brom,Burnley,Bournemouth,0.45124194,0.0
39629,2018-02-25T12:00:00Z,25 Feb 12:00,Danny_Rose,Crystal Palace,Tottenham,Huddersfield,1.5650698,0.0
13283,2017-04-08T14:00:00Z,08 Apr 15:00,Martín_Cáceres,West Brom,Burnley,Man City,2.0716863,0.0
23363,2017-12-10T16:30:00Z,10 Dec 16:30,Antonio_Valencia,Man City,Man United,Bournemouth,0.1036419,6.0
7076,2017-02-12T16:00:00Z,12 Feb 16:00,Ahmed_Musa,Swansea,Leicester,Liverpool,2.306577,0.0
10585,2016-12-04T16:00:00Z,04 Dec 16:00,Ashley_Young,Everton,Man United,Tottenham,3.3919606,0.0
32609,2018-03-12T20:00:00Z,12 Mar 20:00,Josh_Tymon,Man City,Stoke,Everton,2.7510862,0.0
7382,2017-05-13T14:00:00Z,13 May 15:00,Daniel_Agyei,Bournemouth,Arsenal,West Ham,0.06947684,0.0
24388,2017-10-16T19:00:00Z,16 Oct 20:00,Kasper_Schmeichel,West Brom,Leicester,Swansea,0.056313664,3.0
5080,2017-02-11T17:30:00Z,11 Feb 17:30,Kevin_Wimmer,Liverpool,Tottenham,Stoke,2.7687275,0.0
22586,2017-05-17T18:45:00Z,17 May 19:45,Timothy_Fosu-Mensah,Southampton,Man United,Middlesbrough,5.5373163,0.0
11712,2016-09-17T14:00:00Z,17 Sep 15:00,Jonny_Evans,West Ham,West Brom,Stoke,1.7672163,2.0
38282,2018-02-10T15:00:00Z,10 Feb 15:00,Damien_Delaney,Everton,Crystal Palace,Tottenham,0.74193287,1.0
25765,2017-12-16T15:00:00Z,16 Dec 15:00,Molla_Wagué,Huddersfield,Watford,Brighton,-0.0006659031,0.0
25264,2017-12-26T15:00:00Z,26 Dec 15:00,Mathew_Ryan,Chelsea,Brighton,Newcastle,1.3660538,6.0
39892,2018-04-17T18:45:00Z,17 Apr 19:45,Pascal_Groß,Tottenham,Brighton,Burnley,2.1917753,3.0
13813,2016-10-29T11:30:00Z,29 Oct 12:30,Petr_Cech,Sunderland,Arsenal,Tottenham,0.54215,2.0
10584,2016-11-27T16:30:00Z,27 Nov 16:30,Ashley_Young,West Ham,Man United,Everton,0.018061787,0.0
28821,2018-04-28T14:00:00Z,28 Apr 15:00,Nathan_Aké,Southampton,Bournemouth,Swansea,2.8815773,6.0
39586,2018-05-13T14:00:00Z,13 May 15:00,Richarlison_de Andrade,Man United,Watford,0,0.10364097,0.0
18318,2016-09-24T14:00:00Z,24 Sep 15:00,Jack_Rodwell,Crystal Palace,Sunderland,West Brom,2.7828462,1.0
16772,2016-09-10T14:00:00Z,10 Sep 15:00,Wilfried_Zaha,Middlesbrough,Crystal Palace,Stoke,0.13633856,2.0
26195,2017-09-16T14:00:00Z,16 Sep 15:00,Adrian_Mariappa,Man City,Watford,Swansea,2.5626075,2.0
41039,2018-05-13T14:00:00Z,13 May 15:00,Moritz_Bauer,Swansea,Chelsea,0,2.827841,0.0
37664,2017-12-12T20:00:00Z,12 Dec 20:00,Sullay_Kaikai,Watford,Crystal Palace,Leicester,2.0184932,0.0
11756,2016-11-05T15:00:00Z,05 Nov 15:00,Raheem_Sterling,Middlesbrough,Man City,Crystal Palace,3.171039,2.0
43760,2017-12-16T17:30:00Z,16 Dec 17:30,Leroy_Sané,Tottenham,Man City,Bournemouth,0.43403423,3.0
32939,2017-12-18T20:00:00Z,18 Dec 20:00,Ashley_Williams,Swansea,Everton,Chelsea,0.6957778,1.0
11118,2017-04-23T15:30:00Z,23 Apr 16:30,Keshi_Anderson,Liverpool,Crystal Palace,Burnley,1.7422549,0.0
2683,2017-05-13T11:30:00Z,13 May 12:30,Gnegneri Yaya_Touré,Leicester,Man City,Watford,3.7198374,3.0
15712,2016-11-19T15:00:00Z,19 Nov 15:00,Duncan_Watmore,Hull,Sunderland,Liverpool,0.38940385,2.0
29927,2017-11-26T13:30:00Z,26 Nov 13:30,Ross_Barkley,Southampton,Everton,West Ham,0.13409516,0.0
11128,2016-09-24T16:30:00Z,24 Sep 17:30,Mathieu_Debuchy,Chelsea,Arsenal,Burnley,0.29708666,0.0
33380,2018-02-10T15:00:00Z,10 Feb 15:00,Wayne_Hennessey,Everton,Crystal Palace,Tottenham,3.0932343,3.0
35695,2017-12-13T20:00:00Z,13 Dec 20:00,Nacer_Chadli,Liverpool,West Brom,Man United,2.5286324,0.0
34113,2018-04-14T14:00:00Z,14 Apr 15:00,Keshi_Anderson,Brighton,Crystal Palace,Watford,2.2107074,0.0
19085,2017-04-29T14:00:00Z,29 Apr 15:00,Jonathan_Walters,West Ham,Stoke,Bournemouth,0.16536969,1.0
35266,2018-05-13T14:00:00Z,13 May 15:00,Loris_Karius,Brighton,Liverpool,0,0.07964173,0.0
12827,2016-08-14T15:00:00Z,14 Aug 16:00,Ragnar_Klavan,Arsenal,Liverpool,Burnley,1.7805417,1.0
40361,2018-03-10T15:00:00Z,10 Mar 15:00,Jamie_Murphy,Everton,Brighton,Man City,0.08366117,0.0
23680,2018-05-09T18:45:00Z,09 May 19:45,Jordi_Osei-Tutu,Leicester,Arsenal,Man United,0.4734794,0.0
34586,2017-12-13T20:00:00Z,13 Dec 20:00,Harry_Winks,Brighton,Tottenham,Man City,0.17236957,2.0
25419,2018-01-13T15:00:00Z,13 Jan 15:00,Jamaal_Lascelles,Swansea,Newcastle,Man City,0.94350886,1.0
27630,2017-11-18T17:30:00Z,18 Nov 17:30,Eric_Bailly,Newcastle,Man United,Brighton,0.046544343,0.0
3197,2017-02-25T15:00:00Z,25 Feb 15:00,Eldin_Jakupovic,Burnley,Hull,Leicester,0.16789404,2.0
11330,2016-09-18T15:30:00Z,18 Sep 16:30,Moussa_Sissoko,Sunderland,Tottenham,Middlesbrough,0.063031346,2.0
44162,2018-05-05T16:30:00Z,05 May 17:30,Morgan_Schneiderlin,Southampton,Everton,West Ham,0.15837768,2.0
18644,2016-12-13T19:45:00Z,13 Dec 19:45,Gerard_Deulofeu,Arsenal,Everton,Liverpool,1.8530093,0.0
9387,2017-01-14T15:00:00Z,14 Jan 15:00,Lloyd_Isgrove,Burnley,Southampton,Leicester,0.6874973,0.0
18922,2017-01-21T15:00:00Z,21 Jan 15:00,Thibaud_Verlinden,Man United,Stoke,Everton,3.297281,0.0
38276,2017-12-31T12:00:00Z,31 Dec 12:00,Damien_Delaney,Man City,Crystal Palace,Southampton,1.639132,0.0
12795,2016-10-02T11:00:00Z,02 Oct 12:00,Memphis_Depay,Stoke,Man United,Liverpool,2.8421786,0.0
40381,2017-11-25T15:00:00Z,25 Nov 15:00,Henri_Saivet,Watford,Newcastle,West Brom,0.0039913952,0.0
13087,2017-05-15T19:00:00Z,15 May 20:00,Marco_Van Ginkel,Watford,Chelsea,Stoke,-0.033292055,0.0
29824,2017-11-25T15:00:00Z,25 Nov 15:00,Kurt_Zouma,Crystal Palace,Stoke,Liverpool,0.16309476,1.0
33811,2018-03-17T15:00:00Z,17 Mar 15:00,Aaron_Ramsdale,West Brom,Bournemouth,Watford,0.22950801,0.0
18936,2017-05-06T14:00:00Z,06 May 15:00,Thibaud_Verlinden,Bournemouth,Stoke,Arsenal,0.18857053,0.0
24408,2018-02-24T12:30:00Z,24 Feb 12:30,Kasper_Schmeichel,Stoke,Leicester,Bournemouth,0.15486816,1.0
34703,2017-12-27T19:45:00Z,27 Dec 19:45,Raheem_Sterling,Newcastle,Man City,Crystal Palace,1.2648174,1.0
13806,2016-08-27T14:00:00Z,27 Aug 15:00,Petr_Cech,Watford,Arsenal,Southampton,0.06645775,1.0
27641,2018-01-15T20:00:00Z,15 Jan 20:00,Eric_Bailly,Stoke,Man United,Burnley,2.0283031,0.0
31949,2017-09-10T12:30:00Z,10 Sep 13:30,Jason_Lokilo,Burnley,Crystal Palace,Southampton,0.06841391,0.0
2483,2017-01-31T19:45:00Z,31 Jan 19:45,Troy_Deeney,Arsenal,Watford,Burnley,1.7526323,7.0
37798,2018-05-05T14:00:00Z,05 May 15:00,Sebastian_Prödl,Newcastle,Watford,Man United,0.13989216,0.0
19318,2017-04-08T14:00:00Z,08 Apr 15:00,David_Jones,Middlesbrough,Burnley,Everton,1.57046,0.0
27923,2018-01-13T15:00:00Z,13 Jan 15:00,Elias_Kachunga,West Ham,Huddersfield,Stoke,3.657707,0.0
18728,2017-03-05T16:00:00Z,05 Mar 16:00,Didier_Ndong,Man City,Sunderland,Middlesbrough,0.073126525,2.0
27041,2017-12-10T16:30:00Z,10 Dec 16:30,Fernando_Luiz Rosa,Man United,Man City,Swansea,0.034647673,1.0
1158,2017-05-14T11:00:00Z,14 May 12:00,Ryan_Mason,Crystal Palace,Hull,Tottenham,0.061486125,0.0
28341,2017-10-28T14:00:00Z,28 Oct 15:00,Kevin_Wimmer,Watford,Stoke,Leicester,1.6176142,1.0
31476,2017-12-09T12:30:00Z,09 Dec 12:30,Jeremie_Boga,West Ham,Chelsea,Huddersfield,1.1321248,0.0
4655,2016-10-30T16:00:00Z,30 Oct 16:00,Dusan_Tadic,Chelsea,Southampton,Hull,0.122489095,1.0
13335,2016-10-15T14:00:00Z,15 Oct 15:00,Philipp_Wollscheid,Sunderland,Stoke,Hull,1.6310669,0.0
22184,2017-01-31T20:00:00Z,31 Jan 20:00,Sadio_Mané,Chelsea,Liverpool,Hull,0.7424105,2.0
31346,2017-11-04T15:00:00Z,04 Nov 15:00,Robert_Elliot,Bournemouth,Newcastle,Man United,3.1207871,1.0
42959,2017-10-29T16:00:00Z,29 Oct 16:00,Beni_Baningime,Leicester,Everton,Watford,0.035069555,1.0
31884,2018-01-13T15:00:00Z,13 Jan 15:00,Jérémy_Pied,Watford,Southampton,Tottenham,0.14226967,0.0
27803,2017-12-12T19:45:00Z,12 Dec 19:45,Ibrahim_Afellay,Burnley,Stoke,West Ham,0.027956754,0.0
15378,2017-01-02T15:00:00Z,02 Jan 15:00,Jordan_Pickford,Liverpool,Sunderland,Stoke,5.002979,0.0
13075,2016-12-14T19:45:00Z,14 Dec 19:45,Marco_Van Ginkel,Sunderland,Chelsea,Crystal Palace,2.6836321,0.0
19238,2017-03-11T15:00:00Z,11 Mar 15:00,Ryan_Allsop,West Ham,Bournemouth,Swansea,0.3327756,0.0
38942,2017-09-17T12:30:00Z,17 Sep 13:30,Granit_Xhaka,Chelsea,Arsenal,West Brom,0.40611452,3.0
6719,2017-04-22T14:00:00Z,22 Apr 15:00,Charlie_Daniels,Middlesbrough,Bournemouth,Sunderland,0.108546525,6.0
1371,2017-02-05T16:00:00Z,05 Feb 16:00,Kasper_Schmeichel,Man United,Leicester,Swansea,0.0346331,1.0
31627,2018-02-03T15:00:00Z,03 Feb 15:00,Jay_Rodriguez,Southampton,West Brom,Chelsea,1.6046162,2.0
36163,2017-11-29T19:45:00Z,29 Nov 19:45,Reiss_Nelson,Huddersfield,Arsenal,Man United,3.3744552,0.0
27321,2018-04-07T14:00:00Z,07 Apr 15:00,Salomón_Rondón,Swansea,West Brom,Man United,0.05567363,2.0
14166,2017-01-14T17:30:00Z,14 Jan 17:30,Gary_Cahill,Leicester,Chelsea,Hull,0.18388808,15.0
39855,2018-04-28T14:00:00Z,28 Apr 15:00,Matt_Butcher,Southampton,Bournemouth,Swansea,1.9460232,0.0
9932,2016-10-30T16:00:00Z,30 Oct 16:00,Jack_Stephens,Chelsea,Southampton,Hull,0.094800025,0.0
32400,2018-05-13T14:00:00Z,13 May 15:00,Romelu_Lukaku,Watford,Man United,0,0.17313147,0.0
42601,2017-12-31T12:00:00Z,31 Dec 12:00,Yohan_Cabaye,Man City,Crystal Palace,Southampton,2.5938554,1.0
26599,2018-05-05T16:30:00Z,05 May 17:30,Cenk_Tosun,Southampton,Bournemouth,West Ham,0.32683033,2.0
17602,2016-12-03T17:30:00Z,03 Dec 17:30,Mark_Noble,Arsenal,West Ham,Liverpool,0.81666225,2.0
7683,2017-04-23T13:15:00Z,23 Apr 14:15,Daley_Blind,Burnley,Man United,Swansea,0.31182528,2.0
3307,2016-08-13T14:00:00Z,13 Aug 15:00,Modou_Barrow,Burnley,Swansea,Hull,2.2761388,2.0
4664,2016-12-31T15:00:00Z,31 Dec 15:00,Dusan_Tadic,West Brom,Southampton,Everton,1.8704607,3.0
25688,2017-12-12T19:45:00Z,12 Dec 19:45,Jakob_Haugaard,Burnley,Stoke,West Ham,0.8682555,0.0
