,kickoff_time,kickoff_time_formatted,name,opponent_name,team_name,opponent_nextweek,predicted,actual
9224,2017-01-15T13:30:00Z,15 Jan 13:30,Gabriel Fernando_de Jesus,Everton,Burnley,Tottenham,1.7337186,1.0
40854,2017-12-30T15:00:00Z,30 Dec 15:00,Jonathan_Walters,Huddersfield,Burnley,Liverpool,0.9646844,0.0
28691,2018-04-07T14:00:00Z,07 Apr 15:00,Niki_Mäenpää,Huddersfield,Brighton,Crystal Palace,0.42932245,0.0
9975,2016-12-10T12:30:00Z,10 Dec 12:30,Ashley_Williams,Watford,Everton,Arsenal,0.044476807,11.0
37155,2018-05-13T14:00:00Z,13 May 15:00,Marko_Arnautovic,Everton,West Ham,0,1.5359044,0.0
22037,2017-05-15T19:00:00Z,15 May 20:00,Nathaniel_Chalobah,Watford,Chelsea,Stoke,1.2676789,0.0
10667,2017-01-03T20:00:00Z,03 Jan 20:00,Angel_Rangel,Crystal Palace,Swansea,Arsenal,2.03054,0.0
32840,2018-04-07T14:00:00Z,07 Apr 15:00,Jack_Payne,Brighton,Huddersfield,Watford,0.36180902,0.0
30629,2018-01-13T17:30:00Z,13 Jan 17:30,Leighton_Baines,Tottenham,Everton,West Brom,2.4192736,0.0
23785,2017-12-16T15:00:00Z,16 Dec 15:00,N'Golo_Kanté,Southampton,Chelsea,Everton,0.15063313,3.0
18219,2016-12-27T17:15:00Z,27 Dec 17:15,Connor_Randall,Stoke,Liverpool,Man City,0.058624774,0.0
3494,2017-01-02T15:00:00Z,02 Jan 15:00,Harry_Lewis,Everton,Southampton,Burnley,0.11068553,0.0
28784,2018-05-05T14:00:00Z,05 May 15:00,Lucas_Rodrigues Moura da Silva,West Brom,Burnley,Leicester,0.036931872,5.0
30864,2018-03-10T15:00:00Z,10 Mar 15:00,Steven_Davis,Newcastle,Southampton,Swansea,0.34729886,0.0
42518,2018-02-10T15:00:00Z,10 Feb 15:00,Charlie_Adam,Brighton,Stoke,Leicester,0.0736703,0.0
43264,2017-11-05T14:15:00Z,05 Nov 14:15,Per_Mertesacker,Man City,Arsenal,Tottenham,4.0510817,0.0
11933,2016-09-18T15:30:00Z,18 Sep 16:30,Joel_Asoro,Tottenham,Sunderland,Crystal Palace,0.29764718,0.0
4122,2016-12-03T12:30:00Z,03 Dec 12:30,Willian_Borges Da Silva,Man City,Chelsea,West Brom,0.09049654,1.0
16793,2017-02-11T15:00:00Z,11 Feb 15:00,Wilfried_Zaha,Stoke,Crystal Palace,Middlesbrough,0.043688178,3.0
15903,2016-10-17T19:00:00Z,17 Oct 20:00,Marko_Grujic,Man United,Liverpool,West Brom,0.7974328,0.0
44637,2018-01-15T20:00:00Z,15 Jan 20:00,Eric Maxim_Choupo-Moting,Man United,Stoke,Huddersfield,2.6779964,6.0
21813,2017-04-01T14:00:00Z,01 Apr 15:00,Giannelli_Imbula,Leicester,Stoke,Burnley,1.7652266,0.0
38881,2017-12-26T15:00:00Z,26 Dec 15:00,Dean_Marney,Man United,Burnley,Huddersfield,0.42568186,0.0
44525,2017-08-12T14:00:00Z,12 Aug 15:00,Kevin_Mirallas,Stoke,Everton,Man City,0.076615244,0.0
17648,2017-03-18T15:00:00Z,18 Mar 15:00,Dominic_Solanke,Stoke,Chelsea,Crystal Palace,0.08367249,0.0
38730,2017-08-27T15:00:00Z,27 Aug 16:00,Sam_Vokes,Tottenham,Burnley,Crystal Palace,0.14301354,2.0
14913,2016-12-03T15:00:00Z,03 Dec 15:00,Brice_Dja Djédjé,West Brom,Watford,Everton,0.028734982,0.0
28080,2017-11-26T14:00:00Z,26 Nov 14:00,Ashley_Barnes,Arsenal,Burnley,Bournemouth,3.0658255,1.0
15874,2017-04-23T15:30:00Z,23 Apr 16:30,Ben_Woodburn,Crystal Palace,Liverpool,Watford,0.09336874,0.0
24510,2018-04-14T16:30:00Z,14 Apr 17:30,Emerson_Hyndman,Liverpool,Bournemouth,Man United,0.8239787,0.0
37283,2017-11-26T16:00:00Z,26 Nov 16:00,Vincent_Kompany,Huddersfield,Man City,Southampton,1.9401507,1.0
37613,2017-08-26T14:00:00Z,26 Aug 15:00,Sead_Haksabanovic,Newcastle,West Ham,Huddersfield,0.010839254,0.0
29077,2018-05-09T19:00:00Z,09 May 20:00,Florian_Lejeune,Tottenham,Newcastle,Huddersfield,0.0729807,9.0
20180,2017-05-14T15:30:00Z,14 May 16:30,Alex_Pritchard,Man United,Tottenham,Hull,0.5866235,0.0
43035,2017-10-30T20:00:00Z,30 Oct 20:00,James_Tarkowski,Newcastle,Burnley,Southampton,3.5709908,7.0
14796,2016-11-06T15:00:00Z,06 Nov 15:00,Wayne_Rooney,Swansea,Man United,Arsenal,0.13794667,0.0
6383,2017-03-19T14:15:00Z,19 Mar 14:15,Toby_Alderweireld,Southampton,Tottenham,Burnley,2.932066,7.0
43656,2018-02-24T15:00:00Z,24 Feb 15:00,Allan-Roméo_Nyom,Huddersfield,West Brom,Watford,0.070147276,0.0
2981,2017-02-13T20:00:00Z,13 Feb 20:00,Eliaquim_Mangala,Bournemouth,Man City,Man United,3.184288,0.0
24371,2018-03-03T15:00:00Z,03 Mar 15:00,Claudio_Yacob,Watford,West Brom,Leicester,0.0679366,0.0
35184,2018-03-31T14:00:00Z,31 Mar 15:00,Aiden_O'Neill,West Brom,Burnley,Watford,1.8888371,0.0
23403,2017-12-17T14:15:00Z,17 Dec 14:15,Chris_Brunt,Man United,West Brom,Stoke,3.1077566,6.0
44045,2018-03-31T14:00:00Z,31 Mar 15:00,Shane_Long,West Ham,Southampton,Arsenal,0.091487944,6.0
22295,2017-04-30T15:30:00Z,30 Apr 16:30,Alex_Oxlade-Chamberlain,Tottenham,Arsenal,Man United,0.824291,10.0
14148,2016-08-27T14:00:00Z,27 Aug 15:00,Gary_Cahill,Burnley,Chelsea,Swansea,4.2879558,1.0
35507,2017-12-16T15:00:00Z,16 Dec 15:00,Victor_Moses,Southampton,Chelsea,Everton,0.89983135,6.0
31843,2017-12-26T15:00:00Z,26 Dec 15:00,Abdoulaye_Doucouré,Leicester,Watford,Swansea,1.9324527,1.0
42594,2017-11-28T19:45:00Z,28 Nov 19:45,Yohan_Cabaye,Brighton,Crystal Palace,West Brom,0.582232,0.0
31494,2018-04-14T11:30:00Z,14 Apr 12:30,Jeremie_Boga,Southampton,Chelsea,Huddersfield,1.9497836,0.0
1255,2017-01-21T12:30:00Z,21 Jan 12:30,Oliver_McBurnie,Liverpool,Swansea,Southampton,2.1124282,0.0
8510,2017-05-21T14:00:00Z,21 May 15:00,Bertrand_Traore,Sunderland,Chelsea,0,0.15704182,0.0
35194,2017-09-09T16:30:00Z,09 Sep 17:30,Ander_Herrera,Stoke,Man United,Everton,3.6891892,1.0
40178,2018-04-23T19:00:00Z,23 Apr 20:00,Muhamed_Besic,Newcastle,Everton,Huddersfield,0.029957294,0.0
31964,2017-12-23T15:00:00Z,23 Dec 15:00,Jason_Lokilo,Swansea,Crystal Palace,Arsenal,1.1936243,0.0
26768,2017-08-26T14:00:00Z,26 Aug 15:00,Patrick_van Aanholt,Swansea,Crystal Palace,Burnley,1.5522909,0.0
26457,2018-01-30T19:45:00Z,30 Jan 19:45,Adrián_San Miguel del Castillo,Crystal Palace,West Ham,Brighton,3.126788,1.0
6258,2017-03-18T15:00:00Z,18 Mar 15:00,David_Luiz Moreira Marinho,Stoke,Chelsea,Crystal Palace,0.19624141,0.0
42822,2017-12-10T14:15:00Z,10 Dec 14:15,Jordan_Henderson,Everton,Liverpool,West Brom,0.025274605,0.0
5571,2017-01-03T20:00:00Z,03 Jan 20:00,Hiram_Boateng,Swansea,Crystal Palace,West Ham,0.5815274,0.0
43966,2018-03-05T20:00:00Z,05 Mar 20:00,Aaron_Wan-Bissaka,Man United,Crystal Palace,Chelsea,0.020687044,2.0
33999,2018-04-01T12:30:00Z,01 Apr 13:30,Joe_Allen,Arsenal,Stoke,Tottenham,0.041771352,2.0
44107,2017-12-26T15:00:00Z,26 Dec 15:00,Jermain_Defoe,West Ham,Bournemouth,Everton,3.3955839,0.0
35807,2018-03-10T17:30:00Z,10 Mar 17:30,Ruben_Loftus-Cheek,Chelsea,Crystal Palace,Huddersfield,0.47162202,1.0
31333,2018-04-29T15:30:00Z,29 Apr 16:30,Joseph_Willock,Man United,Arsenal,Burnley,1.9703691,0.0
6435,2016-09-17T16:30:00Z,17 Sep 17:30,Julien_de Sart,Everton,Middlesbrough,Tottenham,1.0206563,0.0
31791,2017-09-24T15:00:00Z,24 Sep 16:00,Freddie_Woodman,Brighton,Newcastle,Liverpool,0.1941804,0.0
11959,2017-04-04T18:45:00Z,04 Apr 19:45,Joel_Asoro,Leicester,Sunderland,Man United,0.5700342,0.0
38440,2018-02-10T15:00:00Z,10 Feb 15:00,Fredrik_Ulvestad,Swansea,Burnley,Southampton,1.4832375,0.0
13720,2017-04-04T18:45:00Z,04 Apr 19:45,Stephen_Ward,Stoke,Burnley,Middlesbrough,0.09209266,8.0
44141,2017-12-10T14:15:00Z,10 Dec 14:15,Morgan_Schneiderlin,Liverpool,Everton,Newcastle,3.2558968,3.0
1442,2017-03-11T15:00:00Z,11 Mar 15:00,Dominic_Calvert-Lewin,West Brom,Everton,Hull,0.0086532235,6.0
19778,2016-10-01T14:00:00Z,01 Oct 15:00,Roberto_Pereyra,Bournemouth,Watford,Middlesbrough,0.11363661,3.0
20894,2017-05-21T14:00:00Z,21 May 15:00,Elliott_Moore,Bournemouth,Arsenal,0,5.1238904,0.0
21608,2016-12-14T19:45:00Z,14 Dec 19:45,Adam_Lallana,Middlesbrough,Liverpool,Everton,3.1919625,3.0
3887,2016-10-01T14:00:00Z,01 Oct 15:00,Odion_Ighalo,Bournemouth,Watford,Middlesbrough,0.088388145,0.0
36640,2017-12-13T20:00:00Z,13 Dec 20:00,Joseph_Gomez,West Brom,Liverpool,Bournemouth,0.024067909,6.0
34745,2018-01-20T15:00:00Z,20 Jan 15:00,Jonathan_Leko,Everton,West Brom,Man City,0.41760144,0.0
2239,2017-02-12T16:00:00Z,12 Feb 16:00,Franck_Tabanou,Leicester,Swansea,Chelsea,1.463064,0.0
8166,2016-12-31T15:00:00Z,31 Dec 15:00,Tokelo_Rantie,Swansea,Bournemouth,Arsenal,0.08173475,0.0
18791,2017-05-21T14:00:00Z,21 May 15:00,Brian_Lenihan,Tottenham,Hull,0,0.052285254,0.0
9038,2016-09-18T11:00:00Z,18 Sep 12:00,Abdoulaye_Doucouré,Man United,Watford,Burnley,0.3786726,0.0
31460,2018-05-13T14:00:00Z,13 May 15:00,Ilkay_Gündogan,Southampton,Man City,0,2.277381,0.0
37953,2017-08-19T14:00:00Z,19 Aug 15:00,Ben_Woodburn,Crystal Palace,Liverpool,Arsenal,0.5709244,0.0
3355,2016-11-05T17:30:00Z,05 Nov 17:30,Ramiro_Funes Mori,Chelsea,Everton,Swansea,0.13013732,0.0
26936,2018-01-30T19:45:00Z,30 Jan 19:45,Sam_Clucas,Arsenal,Swansea,Leicester,0.5702556,2.0
24825,2018-04-07T14:00:00Z,07 Apr 15:00,Will_Hughes,Burnley,Watford,Huddersfield,0.034964144,3.0
34079,2018-04-29T15:30:00Z,29 Apr 16:30,Scott_McTominay,Arsenal,Man United,Brighton,0.0906837,1.0
22011,2016-08-20T14:00:00Z,20 Aug 15:00,Nathaniel_Chalobah,Watford,Chelsea,Burnley,0.11943275,0.0
5712,2017-03-04T15:00:00Z,04 Mar 15:00,Charlie_Rowan,Southampton,Watford,Chelsea,0.04717371,0.0
42074,2017-09-16T14:00:00Z,16 Sep 15:00,Riyad_Mahrez,Huddersfield,Leicester,Liverpool,0.40833992,2.0
39108,2017-11-25T15:00:00Z,25 Nov 15:00,Rekeem_Harper,Tottenham,West Brom,Newcastle,0.17126223,0.0
35346,2017-09-09T14:00:00Z,09 Sep 15:00,Andre_Gray,Southampton,Watford,Man City,0.9053485,2.0
2801,2016-09-10T14:00:00Z,10 Sep 15:00,James_Tomkins,Middlesbrough,Crystal Palace,Stoke,4.106466,7.0
19655,2017-04-23T13:15:00Z,23 Apr 14:15,Joey_Barton,Man United,Burnley,Crystal Palace,0.19625619,0.0
14317,2017-01-02T17:15:00Z,02 Jan 17:15,Bastian_Schweinsteiger,West Ham,Man United,Liverpool,0.034368336,0.0
34150,2018-04-07T16:30:00Z,07 Apr 17:30,Benjamin_Mendy,Man United,Man City,Tottenham,1.0354704,0.0
25209,2017-08-26T14:00:00Z,26 Aug 15:00,Jonathan_Hogg,Southampton,Huddersfield,West Ham,0.18527097,0.0
39090,2018-04-07T11:30:00Z,07 Apr 12:30,Curtis_Jones,Everton,Arsenal,Bournemouth,2.6717458,0.0
4389,2016-12-28T19:45:00Z,28 Dec 19:45,Ben_Davies,Southampton,Tottenham,Watford,1.4275079,1.0
8879,2017-05-07T15:00:00Z,07 May 16:00,Ainsley_Maitland-Niles,Man United,Arsenal,Stoke,0.14053267,0.0
7295,2016-12-14T19:45:00Z,14 Dec 19:45,Sebastian_Larsson,Chelsea,Sunderland,Watford,0.027325004,1.0
25930,2018-04-15T12:30:00Z,15 Apr 13:30,Rolando_Aarons,Arsenal,Newcastle,Everton,2.0394688,0.0
14616,2017-05-21T14:00:00Z,21 May 15:00,Michael_Simões Domingues,Chelsea,Sunderland,0,0.07077429,0.0
36176,2018-02-10T12:30:00Z,10 Feb 12:30,Reiss_Nelson,Tottenham,Arsenal,Man City,0.06110421,0.0
18711,2016-10-29T11:30:00Z,29 Oct 12:30,Didier_Ndong,Arsenal,Sunderland,Bournemouth,0.21695295,2.0
25700,2018-03-03T15:00:00Z,03 Mar 15:00,Jakob_Haugaard,Southampton,Stoke,Man City,0.18780032,0.0
28634,2017-11-28T19:45:00Z,28 Nov 19:45,Mousa_Dembélé,Leicester,Tottenham,Watford,0.07622838,5.0
8931,2016-11-19T15:00:00Z,19 Nov 15:00,Enner_Valencia,Swansea,Everton,Southampton,0.44860804,1.0
38191,2017-11-18T15:00:00Z,18 Nov 15:00,Ben_Foster,Chelsea,West Brom,Tottenham,1.0974231,2.0
27034,2017-10-21T14:00:00Z,21 Oct 15:00,Fernando_Luiz Rosa,Burnley,Man City,West Brom,-0.010855615,13.0
5229,2017-05-05T19:00:00Z,05 May 20:00,Marcus_Browne,Tottenham,West Ham,Liverpool,3.3031561,0.0
22117,2017-04-08T14:00:00Z,08 Apr 15:00,Craig_Gardner,Southampton,West Brom,Liverpool,0.05288428,0.0
6602,2016-08-20T14:00:00Z,20 Aug 15:00,Bafétimbi_Gomis,Hull,Swansea,Leicester,0.45895553,0.0
31144,2017-10-15T12:30:00Z,15 Oct 13:30,Maarten_Stekelenburg,Brighton,Everton,Arsenal,2.7853916,0.0
19775,2016-09-10T14:00:00Z,10 Sep 15:00,Roberto_Pereyra,West Ham,Watford,Man United,0.123351604,5.0
26559,2017-11-25T15:00:00Z,25 Nov 15:00,Modou_Barrow,Bournemouth,Swansea,Chelsea,1.1231017,0.0
29714,2018-01-13T15:00:00Z,13 Jan 15:00,Hal_Robson-Kanu,Brighton,West Brom,Everton,1.0435662,0.0
16722,2017-04-01T14:00:00Z,01 Apr 15:00,Sam_Vokes,Tottenham,Burnley,Stoke,0.09434408,2.0
9716,2017-01-22T16:30:00Z,22 Jan 16:30,Josh_Tymon,Chelsea,Hull,Man United,0.13059619,6.0
3244,2017-04-29T14:00:00Z,29 Apr 15:00,Adrián_San Miguel del Castillo,Stoke,West Ham,Tottenham,3.4731472,10.0
10353,2016-09-30T19:00:00Z,30 Sep 20:00,Wayne_Hennessey,Everton,Crystal Palace,West Ham,0.5307166,0.0
27880,2017-12-16T15:00:00Z,16 Dec 15:00,Solomon_March,Burnley,Brighton,Watford,3.3948827,3.0
6586,2017-02-05T16:00:00Z,05 Feb 16:00,Wilfred_Ndidi,Man United,Leicester,Swansea,2.808095,2.0
25807,2018-05-08T18:45:00Z,08 May 19:45,Joe_Rodon,Southampton,Swansea,Man United,-0.005870402,0.0
3117,2017-01-01T13:30:00Z,01 Jan 13:30,Christian_Kabasele,Tottenham,Watford,Stoke,2.064199,0.0
10004,2016-09-24T11:30:00Z,24 Sep 12:30,Robert_Huth,Man United,Leicester,Southampton,1.6850815,6.0
29683,2018-03-10T17:30:00Z,10 Mar 17:30,Julian_Speroni,Chelsea,Crystal Palace,Huddersfield,3.532646,0.0
6459,2017-03-19T12:00:00Z,19 Mar 12:00,Julien_de Sart,Man United,Middlesbrough,Swansea,0.024067909,0.0
43207,2018-03-11T13:30:00Z,11 Mar 13:30,Alex_Iwobi,Watford,Arsenal,Leicester,2.5365596,2.0
38111,2017-10-14T14:00:00Z,14 Oct 15:00,Antonio_Rüdiger,Crystal Palace,Chelsea,Watford,0.07148844,0.0
23065,2017-12-13T20:00:00Z,13 Dec 20:00,Liam_Rosenior,Tottenham,Brighton,Burnley,2.4036975,0.0
24413,2018-04-07T14:00:00Z,07 Apr 15:00,Kasper_Schmeichel,Newcastle,Leicester,Burnley,0.47422287,1.0
30268,2017-09-23T16:30:00Z,23 Sep 17:30,Ahmed_Musa,Liverpool,Leicester,Bournemouth,0.057956964,0.0
22220,2017-05-06T11:30:00Z,06 May 12:30,Aaron_Wan-Bissaka,Man City,Crystal Palace,Hull,0.054256856,0.0
27046,2017-12-31T12:00:00Z,31 Dec 12:00,Fernando_Luiz Rosa,Crystal Palace,Man City,Watford,0.026793092,3.0
2728,2016-10-01T14:00:00Z,01 Oct 15:00,Thomas_Robson,West Brom,Sunderland,Stoke,0.07224527,0.0
38378,2018-02-03T15:00:00Z,03 Feb 15:00,James_McClean,Southampton,West Brom,Chelsea,3.0307567,0.0
24224,2018-04-16T19:00:00Z,16 Apr 20:00,Michail_Antonio,Stoke,West Ham,Arsenal,0.123470694,0.0
21859,2017-05-21T14:00:00Z,21 May 15:00,Billy_Jones,Chelsea,Sunderland,0,0.060923547,0.0
20099,2017-04-08T11:30:00Z,08 Apr 12:30,Matej_Vydra,Tottenham,Watford,Swansea,1.2635196,0.0
4764,2016-09-17T14:00:00Z,17 Sep 15:00,Ashley_Barnes,Leicester,Burnley,Watford,0.20249084,0.0
43509,2018-02-24T12:30:00Z,24 Feb 12:30,Jamie_Vardy,Stoke,Leicester,Bournemouth,1.8599106,2.0
5338,2017-04-05T18:45:00Z,05 Apr 19:45,Daniel_Ayala,Hull,Middlesbrough,Burnley,1.8632951,6.0
1736,2016-12-26T12:30:00Z,26 Dec 12:30,Younes_Kaboul,Crystal Palace,Watford,Tottenham,1.347889,6.0
36280,2018-05-09T19:00:00Z,09 May 20:00,Manuel_Agudo Durán,Brighton,Man City,Everton,2.9102995,0.0
27892,2018-03-10T15:00:00Z,10 Mar 15:00,Solomon_March,Everton,Brighton,Man City,0.53248227,1.0
7068,2016-12-17T15:00:00Z,17 Dec 15:00,Ahmed_Musa,Stoke,Leicester,Everton,0.10168931,0.0
22400,2017-04-08T14:00:00Z,08 Apr 15:00,Manuel_Lanzini,Swansea,West Ham,Sunderland,0.98226583,2.0
25664,2017-12-26T15:00:00Z,26 Dec 15:00,Troy_Deeney,Leicester,Watford,Swansea,2.911661,0.0
26939,2018-02-24T15:00:00Z,24 Feb 15:00,Sam_Clucas,Brighton,Swansea,West Ham,5.5678554,2.0
1351,2016-09-10T16:30:00Z,10 Sep 17:30,Kasper_Schmeichel,Liverpool,Leicester,Burnley,1.8229394,0.0
41414,2018-04-22T12:30:00Z,22 Apr 13:30,Jack_Butland,Burnley,Stoke,Liverpool,1.5844004,6.0
28674,2017-12-09T15:00:00Z,09 Dec 15:00,Niki_Mäenpää,Huddersfield,Brighton,Tottenham,4.4874244,0.0
42671,2017-12-13T19:45:00Z,13 Dec 19:45,Wesley_Hoedt,Leicester,Southampton,Chelsea,0.24911651,2.0
29840,2018-03-03T15:00:00Z,03 Mar 15:00,Kurt_Zouma,Southampton,Stoke,Man City,1.939648,1.0
10546,2016-11-26T15:00:00Z,26 Nov 15:00,Calum_Chambers,Leicester,Middlesbrough,Hull,0.038102478,7.0
44168,2017-09-16T14:00:00Z,16 Sep 15:00,Manuel_Lanzini,West Brom,West Ham,Tottenham,3.513329,0.0
11336,2016-11-06T12:00:00Z,06 Nov 12:00,Moussa_Sissoko,Arsenal,Tottenham,West Ham,0.44006234,0.0
16619,2016-08-27T14:00:00Z,27 Aug 15:00,Lukas_Jutkiewicz,Chelsea,Burnley,Hull,3.6099882,0.0
12312,2016-10-29T14:00:00Z,29 Oct 15:00,Aiden_O'Neill,Man United,Burnley,Crystal Palace,3.3370342,0.0
32873,2018-02-24T15:00:00Z,24 Feb 15:00,Chancel_Mbemba,Bournemouth,Newcastle,Liverpool,0.10210472,0.0
24784,2018-03-10T15:00:00Z,10 Mar 15:00,George_Thomas,West Brom,Leicester,Arsenal,1.4983623,0.0
23568,2017-08-26T14:00:00Z,26 Aug 15:00,Charlie_Austin,Huddersfield,Southampton,Watford,3.9559362,1.0
5114,2017-01-15T13:30:00Z,15 Jan 13:30,Phil_Jagielka,Man City,Everton,Crystal Palace,1.7782174,1.0
43011,2018-01-20T15:00:00Z,20 Jan 15:00,Collin_Quaner,Stoke,Huddersfield,Liverpool,0.30270213,1.0
31780,2018-05-09T18:45:00Z,09 May 19:45,Calum_Chambers,Leicester,Arsenal,Stoke,1.2144669,6.0
36770,2018-04-07T14:00:00Z,07 Apr 15:00,Scott_Malone,Brighton,Huddersfield,Watford,3.0361998,0.0
23580,2017-12-03T13:30:00Z,03 Dec 13:30,Charlie_Austin,Bournemouth,Southampton,Arsenal,4.0716114,7.0
3127,2017-03-18T15:00:00Z,18 Mar 15:00,Christian_Kabasele,Crystal Palace,Watford,Sunderland,0.35734528,0.0
35169,2018-03-10T15:00:00Z,10 Mar 15:00,Federico_Fernández,Huddersfield,Swansea,Southampton,0.3007082,1.0
9437,2017-04-17T19:00:00Z,17 Apr 20:00,Danny_Welbeck,Middlesbrough,Arsenal,Sunderland,0.062680274,1.0
21357,2017-03-18T12:30:00Z,18 Mar 12:30,Craig_Dawson,Arsenal,West Brom,Man United,0.611335,6.0
34871,2018-04-28T14:00:00Z,28 Apr 15:00,Benjamin_Chilwell,Crystal Palace,Leicester,West Ham,0.069746524,0.0
22722,2016-11-19T15:00:00Z,19 Nov 15:00,Jack_Cork,Everton,Swansea,Crystal Palace,2.224278,2.0
37589,2017-12-02T15:00:00Z,02 Dec 15:00,Jordan_Pickford,Huddersfield,Everton,Liverpool,0.04482752,2.0
33068,2017-08-12T14:00:00Z,12 Aug 15:00,Sam_McQueen,Swansea,Southampton,West Ham,0.2331737,0.0
39777,2018-02-10T15:00:00Z,10 Feb 15:00,Marvin_Zeegelaar,West Ham,Watford,Everton,1.4451246,0.0
40242,2017-08-27T15:00:00Z,27 Aug 16:00,Hugo_Lloris,Burnley,Tottenham,Everton,1.7490597,6.0
30693,2017-11-04T15:00:00Z,04 Nov 15:00,Adam_Federici,Newcastle,Bournemouth,Huddersfield,3.0662105,0.0
23392,2017-09-30T14:00:00Z,30 Sep 15:00,Chris_Brunt,Watford,West Brom,Leicester,2.6153345,0.0
26800,2018-04-21T14:00:00Z,21 Apr 15:00,Patrick_van Aanholt,Watford,Crystal Palace,Leicester,0.91644824,13.0
23898,2017-09-10T15:00:00Z,10 Sep 16:00,Jack_Colback,Swansea,Newcastle,Stoke,0.0582563,0.0
4119,2016-11-05T17:30:00Z,05 Nov 17:30,Willian_Borges Da Silva,Everton,Chelsea,Middlesbrough,2.621957,0.0
20000,2017-02-05T16:00:00Z,05 Feb 16:00,Zlatan_Ibrahimovic,Leicester,Man United,Watford,0.049826473,5.0
16272,2016-10-29T16:30:00Z,29 Oct 17:30,Damien_Delaney,Liverpool,Crystal Palace,Burnley,0.08847174,0.0
6521,2016-12-10T15:00:00Z,10 Dec 15:00,Julian_Speroni,Hull,Crystal Palace,Man United,1.4667428,0.0
6431,2016-08-13T14:00:00Z,13 Aug 15:00,Julien_de Sart,Stoke,Middlesbrough,Sunderland,0.43868136,0.0
29935,2017-12-30T15:00:00Z,30 Dec 15:00,Ross_Barkley,Bournemouth,Everton,Man United,2.4019823,0.0
42148,2017-08-26T14:00:00Z,26 Aug 15:00,Nordin_Amrabat,Brighton,Watford,Southampton,0.12146181,0.0
25176,2017-10-14T14:00:00Z,14 Oct 15:00,Robbie_Brady,West Ham,Burnley,Man City,0.0800288,2.0
2005,2016-12-13T19:45:00Z,13 Dec 19:45,Laurent_Koscielny,Everton,Arsenal,Man City,0.046833783,1.0
13578,2016-08-27T11:30:00Z,27 Aug 12:30,Georginio_Wijnaldum,Tottenham,Liverpool,Leicester,1.6007533,5.0
20334,2016-12-10T15:00:00Z,10 Dec 15:00,Nathan_Dyer,Sunderland,Swansea,West Brom,0.25993037,0.0
24890,2018-04-29T13:15:00Z,29 Apr 14:15,Ben_Johnson,Man City,West Ham,Leicester,1.5908494,0.0
19861,2016-12-05T20:00:00Z,05 Dec 20:00,Adam_Forshaw,Hull,Middlesbrough,Southampton,0.13548571,1.0
43077,2017-11-28T19:45:00Z,28 Nov 19:45,Martin_Kelly,Brighton,Crystal Palace,West Brom,-0.020812988,6.0
9508,2017-05-15T19:00:00Z,15 May 20:00,Diego_Da Silva Costa,Watford,Chelsea,Stoke,0.07401535,1.0
44601,2018-01-31T20:00:00Z,31 Jan 20:00,Carl_Stewart,Stoke,Brighton,Chelsea,1.7009199,0.0
6424,2017-04-08T14:00:00Z,08 Apr 15:00,Michael_Kightly,Middlesbrough,Burnley,Everton,0.08440247,0.0
40578,2018-01-20T15:00:00Z,20 Jan 15:00,Darren_Fletcher,Huddersfield,Stoke,Watford,3.2336855,3.0
26526,2017-12-16T16:00:00Z,16 Dec 16:00,Declan_Rice,Stoke,West Ham,Newcastle,0.09062904,0.0
28864,2017-11-05T16:30:00Z,05 Nov 16:30,Wayne_Rooney,Watford,Everton,Crystal Palace,0.042766213,0.0
5032,2016-12-10T15:00:00Z,10 Dec 15:00,Leroy_Fer,Sunderland,Swansea,West Brom,2.6031818,0.0
27632,2017-11-28T20:00:00Z,28 Nov 20:00,Eric_Bailly,Watford,Man United,Arsenal,1.1236627,0.0
5453,2017-05-13T14:00:00Z,13 May 15:00,Maksymilian_Stryjek,Swansea,Sunderland,Chelsea,0.018054545,0.0
44037,2018-01-21T16:00:00Z,21 Jan 16:00,Shane_Long,Tottenham,Southampton,Brighton,1.0179139,2.0
6827,2016-09-10T14:00:00Z,10 Sep 15:00,Lee_Grant,Tottenham,Stoke,Crystal Palace,0.099166214,0.0
13608,2017-04-16T12:30:00Z,16 Apr 13:30,Georginio_Wijnaldum,West Brom,Liverpool,Crystal Palace,0.083269626,3.0
17956,2016-12-18T16:00:00Z,18 Dec 16:00,Tom_Heaton,Tottenham,Burnley,Middlesbrough,-0.0015797615,9.0
14044,2016-11-26T12:30:00Z,26 Nov 12:30,Manuel_Agudo Durán,Burnley,Man City,Chelsea,0.04488936,0.0
19598,2017-04-15T16:30:00Z,15 Apr 17:30,Paulo_Gazzaniga,Man City,Southampton,Chelsea,1.1555226,0.0
35263,2018-04-21T11:30:00Z,21 Apr 12:30,Loris_Karius,West Brom,Liverpool,Stoke,2.0862384,6.0
27765,2017-12-13T19:45:00Z,13 Dec 19:45,Javier_Manquillo,Everton,Newcastle,Arsenal,0.08894935,2.0
31352,2017-12-13T19:45:00Z,13 Dec 19:45,Robert_Elliot,Everton,Newcastle,Arsenal,1.1784017,3.0
33131,2018-02-03T15:00:00Z,03 Feb 15:00,Matt_Targett,West Brom,Southampton,Liverpool,0.054784626,0.0
19189,2017-02-11T15:00:00Z,11 Feb 15:00,Aaron_Cresswell,West Brom,West Ham,Watford,0.060763627,2.0
19620,2016-12-18T16:00:00Z,18 Dec 16:00,Rouwen_Hennings,Tottenham,Burnley,Middlesbrough,0.07284644,0.0
